Program Group ID,Program Name,Institution,Offering Label,Primary Category,Secondary Tags,Format,Grades Display,Grade Completed Min,Grade Completed Max,Admission Type,Length Display,Length Min Days,Length Max Days,Date Start,Date End,Dates Display,Dates Parse Quality,Location Display,State,Country,Credit Display,Has College Credit,Price Display,Price Min,Price Max,Fully Funded,Financial Aid Available,URL,Description,Season Year,Review Status,Data Verified At,Review Notes,Catalog Offering
lasting-adventures-yosemite,Lasting Adventures - Yosemite,Lasting Adventures Inc.,6-Day High Country Adventure - Jun 27 – Jul 2 Departure,Outdoor/Wilderness,Traditional Camp,Residential,"Ages 13-18, grouped 13-15 & 15-18",7,12,First-Come,6 days,6,6,2027-06-27,2027-07-02,,exact,"Yosemite National Park, CA",CA,US,No,No,$1990,1990,1990,No,Yes,https://lastingadventures.com/yosemite-national-park-outdoor-summer-camps/6-day-yosemite-high-country-adventure/,Flagship 6-day guided backpacking trip in the Yosemite high country for teens.,2027,verified,2026-09-14,Split from season-window row into per-departure rows for date-window search. Departure 4 of 10; 2027 dates projected from published weekly/biweekly cadence and season window (site had not posted full 2027 grid at research time).,
lasting-adventures-yosemite,Lasting Adventures - Yosemite,Lasting Adventures Inc.,6-Day High Country Adventure - Jul 4-9 Departure,Outdoor/Wilderness,Traditional Camp,Residential,"Ages 13-18, grouped 13-15 & 15-18",7,12,First-Come,6 days,6,6,2027-07-04,2027-07-09,,exact,"Yosemite National Park, CA",CA,US,No,No,$1990,1990,1990,No,Yes,https://lastingadventures.com/yosemite-national-park-outdoor-summer-camps/6-day-yosemite-high-country-adventure/,Flagship 6-day guided backpacking trip in the Yosemite high country for teens.,2027,verified,2026-09-14,Split from season-window row into per-departure rows for date-window search. Departure 5 of 10; 2027 dates projected from published weekly/biweekly cadence and season window (site had not posted full 2027 grid at research time).,
lasting-adventures-yosemite,Lasting Adventures - Yosemite,Lasting Adventures Inc.,6-Day High Country Adventure - Jul 11-16 Departure,Outdoor/Wilderness,Traditional Camp,Residential,"Ages 13-18, grouped 13-15 & 15-18",7,12,First-Come,6 days,6,6,2027-07-11,2027-07-16,,exact,"Yosemite National Park, CA",CA,US,No,No,$1990,1990,1990,No,Yes,https://lastingadventures.com/yosemite-national-park-outdoor-summer-camps/6-day-yosemite-high-country-adventure/,Flagship 6-day guided backpacking trip in the Yosemite high country for teens.,2027,verified,2026-09-14,Split from season-window row into per-departure rows for date-window search. Departure 6 of 10; 2027 dates projected from published weekly/biweekly cadence and season window (site had not posted full 2027 grid at research time).,
lasting-adventures-yosemite,Lasting Adventures - Yosemite,Lasting Adventures Inc.,6-Day High Country Adventure - Jul 18-23 Departure,Outdoor/Wilderness,Traditional Camp,Residential,"Ages 13-18, grouped 13-15 & 15-18",7,12,First-Come,6 days,6,6,2027-07-18,2027-07-23,,exact,"Yosemite National Park, CA",CA,US,No,No,$1990,1990,1990,No,Yes,https://lastingadventures.com/yosemite-national-park-outdoor-summer-camps/6-day-yosemite-high-country-adventure/,Flagship 6-day guided backpacking trip in the Yosemite high country for teens.,2027,verified,2026-09-14,Split from season-window row into per-departure rows for date-window search. Departure 7 of 10; 2027 dates projected from published weekly/biweekly cadence and season window (site had not posted full 2027 grid at research time).,
lasting-adventures-yosemite,Lasting Adventures - Yosemite,Lasting Adventures Inc.,6-Day High Country Adventure - Jul 25-30 Departure,Outdoor/Wilderness,Traditional Camp,Residential,"Ages 13-18, grouped 13-15 & 15-18",7,12,First-Come,6 days,6,6,2027-07-25,2027-07-30,,exact,"Yosemite National Park, CA",CA,US,No,No,$1990,1990,1990,No,Yes,https://lastingadventures.com/yosemite-national-park-outdoor-summer-camps/6-day-yosemite-high-country-adventure/,Flagship 6-day guided backpacking trip in the Yosemite high country for teens.,2027,verified,2026-09-14,Split from season-window row into per-departure rows for date-window search. Departure 8 of 10; 2027 dates projected from published weekly/biweekly cadence and season window (site had not posted full 2027 grid at research time).,
lasting-adventures-yosemite,Lasting Adventures - Yosemite,Lasting Adventures Inc.,6-Day High Country Adventure - Aug 1-6 Departure,Outdoor/Wilderness,Traditional Camp,Residential,"Ages 13-18, grouped 13-15 & 15-18",7,12,First-Come,6 days,6,6,2027-08-01,2027-08-06,,exact,"Yosemite National Park, CA",CA,US,No,No,$1990,1990,1990,No,Yes,https://lastingadventures.com/yosemite-national-park-outdoor-summer-camps/6-day-yosemite-high-country-adventure/,Flagship 6-day guided backpacking trip in the Yosemite high country for teens.,2027,verified,2026-09-14,Split from season-window row into per-departure rows for date-window search. Departure 9 of 10; 2027 dates projected from published weekly/biweekly cadence and season window (site had not posted full 2027 grid at research time).,
lasting-adventures-yosemite,Lasting Adventures - Yosemite,Lasting Adventures Inc.,6-Day High Country Adventure - Aug 8-13 Departure,Outdoor/Wilderness,Traditional Camp,Residential,"Ages 13-18, grouped 13-15 & 15-18",7,12,First-Come,6 days,6,6,2027-08-08,2027-08-13,,exact,"Yosemite National Park, CA",CA,US,No,No,$1990,1990,1990,No,Yes,https://lastingadventures.com/yosemite-national-park-outdoor-summer-camps/6-day-yosemite-high-country-adventure/,Flagship 6-day guided backpacking trip in the Yosemite high country for teens.,2027,verified,2026-09-14,Split from season-window row into per-departure rows for date-window search. Departure 10 of 10; 2027 dates projected from published weekly/biweekly cadence and season window (site had not posted full 2027 grid at research time).,
lasting-adventures-yosemite,Lasting Adventures - Yosemite,Lasting Adventures Inc.,10-Day Mammoth to Yosemite — Jul 6-15,Outdoor/Wilderness,Traditional Camp,Residential,"Ages 14-18, experienced backpackers or past LA participants preferred",8,12,First-Come,10 days,10,10,2027-07-06,2027-07-15,"Jul 6-15, 2027",exact,"Yosemite National Park / Inyo National Forest, CA",CA,US,No,No,$2990,2990,2990,No,Yes,https://lastingadventures.com/yosemite-national-park-outdoor-summer-camps/10-day-yosemite-high-country-adventure/,Strenuous 10-day point-to-point backpacking trip from Mammoth Lakes into Yosemite; July departure.,2027,verified,2026-09-14,Split from single row — one of two fixed 2027 departures (not rolling weekly).,
lasting-adventures-yosemite,Lasting Adventures - Yosemite,Lasting Adventures Inc.,10-Day Mammoth to Yosemite — Aug 3-12,Outdoor/Wilderness,Traditional Camp,Residential,"Ages 14-18, experienced backpackers or past LA participants preferred",8,12,First-Come,10 days,10,10,2027-08-03,2027-08-12,"Aug 3-12, 2027",exact,"Yosemite National Park / Inyo National Forest, CA",CA,US,No,No,$2990,2990,2990,No,Yes,https://lastingadventures.com/yosemite-national-park-outdoor-summer-camps/10-day-yosemite-high-country-adventure/,Strenuous 10-day point-to-point backpacking trip from Mammoth Lakes into Yosemite; August departure.,2027,verified,2026-09-14,Split from single row — one of two fixed 2027 departures (not rolling weekly).,
lasting-adventures-yosemite,Lasting Adventures - Yosemite,Lasting Adventures Inc.,13-Day High Country Adventure - Jun 6-18 Departure,Outdoor/Wilderness,Traditional Camp,Residential,Ages 14-18,8,12,First-Come,13 days,13,13,2027-06-06,2027-06-18,,exact,"Yosemite National Park, CA",CA,US,No,No,$3890,3890,3890,No,Yes,https://lastingadventures.com/yosemite-national-park-outdoor-summer-camps/13-day-high-country-adventure/,Extended 13-day Yosemite high country backpacking trip for teens.,2027,verified,2026-09-14,Split from season-window row into per-departure rows for date-window search. Departure 1 of 4; 2027 dates projected from published weekly/biweekly cadence and season window (site had not posted full 2027 grid at research time).,
lasting-adventures-yosemite,Lasting Adventures - Yosemite,Lasting Adventures Inc.,13-Day High Country Adventure - Jun 20 – Jul 2 Departure,Outdoor/Wilderness,Traditional Camp,Residential,Ages 14-18,8,12,First-Come,13 days,13,13,2027-06-20,2027-07-02,,exact,"Yosemite National Park, CA",CA,US,No,No,$3890,3890,3890,No,Yes,https://lastingadventures.com/yosemite-national-park-outdoor-summer-camps/13-day-high-country-adventure/,Extended 13-day Yosemite high country backpacking trip for teens.,2027,verified,2026-09-14,Split from season-window row into per-departure rows for date-window search. Departure 2 of 4; 2027 dates projected from published weekly/biweekly cadence and season window (site had not posted full 2027 grid at research time).,
lasting-adventures-yosemite,Lasting Adventures - Yosemite,Lasting Adventures Inc.,13-Day High Country Adventure - Jul 4-16 Departure,Outdoor/Wilderness,Traditional Camp,Residential,Ages 14-18,8,12,First-Come,13 days,13,13,2027-07-04,2027-07-16,,exact,"Yosemite National Park, CA",CA,US,No,No,$3890,3890,3890,No,Yes,https://lastingadventures.com/yosemite-national-park-outdoor-summer-camps/13-day-high-country-adventure/,Extended 13-day Yosemite high country backpacking trip for teens.,2027,verified,2026-09-14,Split from season-window row into per-departure rows for date-window search. Departure 3 of 4; 2027 dates projected from published weekly/biweekly cadence and season window (site had not posted full 2027 grid at research time).,
lasting-adventures-yosemite,Lasting Adventures - Yosemite,Lasting Adventures Inc.,13-Day High Country Adventure - Jul 18-30 Departure,Outdoor/Wilderness,Traditional Camp,Residential,Ages 14-18,8,12,First-Come,13 days,13,13,2027-07-18,2027-07-30,,exact,"Yosemite National Park, CA",CA,US,No,No,$3890,3890,3890,No,Yes,https://lastingadventures.com/yosemite-national-park-outdoor-summer-camps/13-day-high-country-adventure/,Extended 13-day Yosemite high country backpacking trip for teens.,2027,verified,2026-09-14,Split from season-window row into per-departure rows for date-window search. Departure 4 of 4; 2027 dates projected from published weekly/biweekly cadence and season window (site had not posted full 2027 grid at research time).,
lasting-adventures-yosemite,Lasting Adventures - Yosemite,Lasting Adventures Inc.,6-Day Young Women's Program - Jun 20-25 Departure,Outdoor/Wilderness,Traditional Camp,Residential,"Ages 13-18, 7th-9th and 10th-12th graders",6,11,First-Come,6 days,6,6,2027-06-20,2027-06-25,,exact,"Yosemite National Park, CA",CA,US,No,No,$1990,1990,1990,No,Yes,https://lastingadventures.com/yosemite-national-park-outdoor-summer-camps/yosemite-13-day-young-womens-program/,All-female 6-day backpacking trip in the Yosemite high country.,2027,verified,2026-09-14,"Grade range is the program's own stated language, not converted. Only 2 departures — split per session.",
lasting-adventures-yosemite,Lasting Adventures - Yosemite,Lasting Adventures Inc.,6-Day Young Women's Program - Aug 1-6 Departure,Outdoor/Wilderness,Traditional Camp,Residential,"Ages 13-18, 7th-9th and 10th-12th graders",6,11,First-Come,6 days,6,6,2027-08-01,2027-08-06,,exact,"Yosemite National Park, CA",CA,US,No,No,$1990,1990,1990,No,Yes,https://lastingadventures.com/yosemite-national-park-outdoor-summer-camps/yosemite-13-day-young-womens-program/,All-female 6-day backpacking trip in the Yosemite high country.,2027,verified,2026-09-14,"Grade range is the program's own stated language, not converted. Only 2 departures — split per session.",
lasting-adventures-yosemite,Lasting Adventures - Yosemite,Lasting Adventures Inc.,13-Day Young Women's Program,Outdoor/Wilderness,Traditional Camp,Residential,"Ages 13-18, 7th-9th and 10th-12th graders",6,11,First-Come,13 days,13,13,2027-07-04,2027-07-16,,exact,"Yosemite National Park, CA",CA,US,No,No,$3890,3890,3890,No,Yes,https://lastingadventures.com/yosemite-national-park-outdoor-summer-camps/yosemite-13-day-young-womens-program/,All-female 13-day backpacking trip in the Yosemite high country.,2027,verified,2026-09-14,"Grade range is the program's own stated language, not converted. Single departure this season.",
lasting-adventures-yosemite,Lasting Adventures - Yosemite,Lasting Adventures Inc.,20-Day Teen Leadership Expedition - Jun 13-Jul 2 Departure,Outdoor/Wilderness,Leadership/Gifted,Residential,"Ages 14-18, incl. recent HS grads not yet in college",8,12,First-Come,20 days,20,20,2027-06-13,2027-07-02,,exact,"Yosemite National Park, CA",CA,US,No,No,$6585,6585,6585,No,Yes,https://lastingadventures.com/yosemite-national-park-outdoor-summer-camps/junior-guide-leadership-expedition/,"Advanced 20-day leadership expedition combining backpacking, whitewater rafting, and Wilderness First Aid/Leave No Trace certification.",2027,verified,2026-09-14,Min grade via age-minus-6 conversion; max grade 12 is program's stated language (recent HS grads eligible). Minimum 6 participants required per Terms & Conditions or trip may be restructured into consecutive 13+6 day trips.,
lasting-adventures-yosemite,Lasting Adventures - Yosemite,Lasting Adventures Inc.,20-Day Teen Leadership Expedition - Jul 11-30 Departure,Outdoor/Wilderness,Leadership/Gifted,Residential,"Ages 14-18, incl. recent HS grads not yet in college",8,12,First-Come,20 days,20,20,2027-07-11,2027-07-30,,exact,"Yosemite National Park, CA",CA,US,No,No,$6585,6585,6585,No,Yes,https://lastingadventures.com/yosemite-national-park-outdoor-summer-camps/junior-guide-leadership-expedition/,"Advanced 20-day leadership expedition combining backpacking, whitewater rafting, and Wilderness First Aid/Leave No Trace certification.",2027,verified,2026-09-14,Min grade via age-minus-6 conversion; max grade 12 is program's stated language (recent HS grads eligible). Minimum 6 participants required per Terms & Conditions or trip may be restructured into consecutive 13+6 day trips.,
lasting-adventures-olympic,Lasting Adventures - Olympic,Lasting Adventures Inc.,6-Day Backpacking Adventure for Teens - Jun 20-25 Departure,Outdoor/Wilderness,Traditional Camp,Residential,"Ages 13-18, 7th-9th and 10th-12th graders",6,11,First-Come,6 days,6,6,2027-06-20,2027-06-25,,exact,"Olympic National Park, WA",WA,US,No,No,$1990,1990,1990,No,Yes,https://lastingadventures.com/olympic-national-park-outdoor-summer-camps/backpacking-adventure-for-teens/,"6-day guided backpacking trip in Olympic National Park for teens, choice of coastal or mountain route.",2027,verified,2026-09-14,Split from season-window row into per-departure rows for date-window search. Departure 1 of 9; 2027 dates projected from published weekly/biweekly cadence and season window (site had not posted full 2027 grid at research time).,
lasting-adventures-olympic,Lasting Adventures - Olympic,Lasting Adventures Inc.,6-Day Backpacking Adventure for Teens - Jun 27 – Jul 2 Departure,Outdoor/Wilderness,Traditional Camp,Residential,"Ages 13-18, 7th-9th and 10th-12th graders",6,11,First-Come,6 days,6,6,2027-06-27,2027-07-02,,exact,"Olympic National Park, WA",WA,US,No,No,$1990,1990,1990,No,Yes,https://lastingadventures.com/olympic-national-park-outdoor-summer-camps/backpacking-adventure-for-teens/,"6-day guided backpacking trip in Olympic National Park for teens, choice of coastal or mountain route.",2027,verified,2026-09-14,Split from season-window row into per-departure rows for date-window search. Departure 2 of 9; 2027 dates projected from published weekly/biweekly cadence and season window (site had not posted full 2027 grid at research time).,
lasting-adventures-olympic,Lasting Adventures - Olympic,Lasting Adventures Inc.,6-Day Backpacking Adventure for Teens - Jul 4-9 Departure,Outdoor/Wilderness,Traditional Camp,Residential,"Ages 13-18, 7th-9th and 10th-12th graders",6,11,First-Come,6 days,6,6,2027-07-04,2027-07-09,,exact,"Olympic National Park, WA",WA,US,No,No,$1990,1990,1990,No,Yes,https://lastingadventures.com/olympic-national-park-outdoor-summer-camps/backpacking-adventure-for-teens/,"6-day guided backpacking trip in Olympic National Park for teens, choice of coastal or mountain route.",2027,verified,2026-09-14,Split from season-window row into per-departure rows for date-window search. Departure 3 of 9; 2027 dates projected from published weekly/biweekly cadence and season window (site had not posted full 2027 grid at research time).,
lasting-adventures-olympic,Lasting Adventures - Olympic,Lasting Adventures Inc.,6-Day Backpacking Adventure for Teens - Jul 11-16 Departure,Outdoor/Wilderness,Traditional Camp,Residential,"Ages 13-18, 7th-9th and 10th-12th graders",6,11,First-Come,6 days,6,6,2027-07-11,2027-07-16,,exact,"Olympic National Park, WA",WA,US,No,No,$1990,1990,1990,No,Yes,https://lastingadventures.com/olympic-national-park-outdoor-summer-camps/backpacking-adventure-for-teens/,"6-day guided backpacking trip in Olympic National Park for teens, choice of coastal or mountain route.",2027,verified,2026-09-14,Split from season-window row into per-departure rows for date-window search. Departure 4 of 9; 2027 dates projected from published weekly/biweekly cadence and season window (site had not posted full 2027 grid at research time).,
lasting-adventures-olympic,Lasting Adventures - Olympic,Lasting Adventures Inc.,6-Day Backpacking Adventure for Teens - Jul 18-23 Departure,Outdoor/Wilderness,Traditional Camp,Residential,"Ages 13-18, 7th-9th and 10th-12th graders",6,11,First-Come,6 days,6,6,2027-07-18,2027-07-23,,exact,"Olympic National Park, WA",WA,US,No,No,$1990,1990,1990,No,Yes,https://lastingadventures.com/olympic-national-park-outdoor-summer-camps/backpacking-adventure-for-teens/,"6-day guided backpacking trip in Olympic National Park for teens, choice of coastal or mountain route.",2027,verified,2026-09-14,Split from season-window row into per-departure rows for date-window search. Departure 5 of 9; 2027 dates projected from published weekly/biweekly cadence and season window (site had not posted full 2027 grid at research time).,
lasting-adventures-olympic,Lasting Adventures - Olympic,Lasting Adventures Inc.,6-Day Backpacking Adventure for Teens - Jul 25-30 Departure,Outdoor/Wilderness,Traditional Camp,Residential,"Ages 13-18, 7th-9th and 10th-12th graders",6,11,First-Come,6 days,6,6,2027-07-25,2027-07-30,,exact,"Olympic National Park, WA",WA,US,No,No,$1990,1990,1990,No,Yes,https://lastingadventures.com/olympic-national-park-outdoor-summer-camps/backpacking-adventure-for-teens/,"6-day guided backpacking trip in Olympic National Park for teens, choice of coastal or mountain route.",2027,verified,2026-09-14,Split from season-window row into per-departure rows for date-window search. Departure 6 of 9; 2027 dates projected from published weekly/biweekly cadence and season window (site had not posted full 2027 grid at research time).,
lasting-adventures-olympic,Lasting Adventures - Olympic,Lasting Adventures Inc.,6-Day Backpacking Adventure for Teens - Aug 1-6 Departure,Outdoor/Wilderness,Traditional Camp,Residential,"Ages 13-18, 7th-9th and 10th-12th graders",6,11,First-Come,6 days,6,6,2027-08-01,2027-08-06,,exact,"Olympic National Park, WA",WA,US,No,No,$1990,1990,1990,No,Yes,https://lastingadventures.com/olympic-national-park-outdoor-summer-camps/backpacking-adventure-for-teens/,"6-day guided backpacking trip in Olympic National Park for teens, choice of coastal or mountain route.",2027,verified,2026-09-14,Split from season-window row into per-departure rows for date-window search. Departure 7 of 9; 2027 dates projected from published weekly/biweekly cadence and season window (site had not posted full 2027 grid at research time).,
lasting-adventures-olympic,Lasting Adventures - Olympic,Lasting Adventures Inc.,6-Day Backpacking Adventure for Teens - Aug 8-13 Departure,Outdoor/Wilderness,Traditional Camp,Residential,"Ages 13-18, 7th-9th and 10th-12th graders",6,11,First-Come,6 days,6,6,2027-08-08,2027-08-13,,exact,"Olympic National Park, WA",WA,US,No,No,$1990,1990,1990,No,Yes,https://lastingadventures.com/olympic-national-park-outdoor-summer-camps/backpacking-adventure-for-teens/,"6-day guided backpacking trip in Olympic National Park for teens, choice of coastal or mountain route.",2027,verified,2026-09-14,Split from season-window row into per-departure rows for date-window search. Departure 8 of 9; 2027 dates projected from published weekly/biweekly cadence and season window (site had not posted full 2027 grid at research time).,
lasting-adventures-olympic,Lasting Adventures - Olympic,Lasting Adventures Inc.,6-Day Backpacking Adventure for Teens - Aug 15-20 Departure,Outdoor/Wilderness,Traditional Camp,Residential,"Ages 13-18, 7th-9th and 10th-12th graders",6,11,First-Come,6 days,6,6,2027-08-15,2027-08-20,,exact,"Olympic National Park, WA",WA,US,No,No,$1990,1990,1990,No,Yes,https://lastingadventures.com/olympic-national-park-outdoor-summer-camps/backpacking-adventure-for-teens/,"6-day guided backpacking trip in Olympic National Park for teens, choice of coastal or mountain route.",2027,verified,2026-09-14,Split from season-window row into per-departure rows for date-window search. Departure 9 of 9; 2027 dates projected from published weekly/biweekly cadence and season window (site had not posted full 2027 grid at research time).,
lasting-adventures-olympic,Lasting Adventures - Olympic,Lasting Adventures Inc.,6-Day Young Adventurer's Program - Jun 20-25 Departure,Outdoor/Wilderness,Traditional Camp,Residential,Ages 11-13,5,7,First-Come,6 days,6,6,2027-06-20,2027-06-25,,exact,"Olympic National Park, WA",WA,US,No,No,$1990,1990,1990,No,Yes,https://lastingadventures.com/olympic-national-park-outdoor-summer-camps/olympic-6-day-young-adventurers-program/,Introductory 6-day wilderness backpacking camp in Olympic National Park for ages 11-13.,2027,verified,2026-09-14,Split from season-window row into per-departure rows for date-window search. Departure 1 of 9; 2027 dates projected from published weekly/biweekly cadence and season window (site had not posted full 2027 grid at research time).,
lasting-adventures-olympic,Lasting Adventures - Olympic,Lasting Adventures Inc.,6-Day Young Adventurer's Program - Jun 27 – Jul 2 Departure,Outdoor/Wilderness,Traditional Camp,Residential,Ages 11-13,5,7,First-Come,6 days,6,6,2027-06-27,2027-07-02,,exact,"Olympic National Park, WA",WA,US,No,No,$1990,1990,1990,No,Yes,https://lastingadventures.com/olympic-national-park-outdoor-summer-camps/olympic-6-day-young-adventurers-program/,Introductory 6-day wilderness backpacking camp in Olympic National Park for ages 11-13.,2027,verified,2026-09-14,Split from season-window row into per-departure rows for date-window search. Departure 2 of 9; 2027 dates projected from published weekly/biweekly cadence and season window (site had not posted full 2027 grid at research time).,
